"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006261","DNA-templated DNA replication",103,0.485693241650239,2.39138653231155,2.14958065512183e-10,8.78103697617267e-07,7.66608343110816e-07,940,"tags=40%, list=13%, signal=35%","55388/4998/4683/641/64318/6117/63901/10269/92667/6240/8318/2237/9156/11143/9134/79915/23594/5983/990/1663/51053/55159/672/675/54962/201254/84515/4176/4172/10721/5557/4174/5932/253714/5982/7486/5985/51507/5984/11169/10111"
"GO:0003012","muscle system process",152,-0.536792962193686,-1.97822397982168,1.15381387829848e-09,2.35666484642465e-06,2.05743232614487e-06,1474,"tags=41%, list=20%, signal=33%","340481/10087/30845/6334/3572/2697/57190/5592/7132/490/4089/583/51542/10060/6546/1291/5465/781/4205/817/1605/1140/9682/2934/2309/3720/624/5290/2946/323/9472/10142/5997/5608/309/114907/2593/8082/801/23213/8654/274/3759/1760/5587/6332/6442/7138/6641/287/3488/2628/90523/7135/1134/29995/7139/6261/10324/2308/1146/3479"
"GO:0006260","DNA replication",180,0.374546076354283,1.96073446903176,1.36876639662482e-08,1.86380357673746e-05,1.62715107079469e-05,940,"tags=32%, list=13%, signal=28%","55388/4998/157570/4683/641/92675/64318/6117/63901/10269/92667/6240/51514/8318/2237/9156/11143/9134/79915/23594/5983/990/1663/51053/55159/672/675/374393/54962/2069/201254/84515/4176/9768/1660/4172/10721/5557/4174/5932/253714/5982/7486/10535/6749/5985/25942/11198/253461/51507/1956/5984/125476/11169/1111/890/10111"
"GO:0043500","muscle adaptation",48,-0.670360940424546,-2.16535667910352,2.81364896551583e-08,2.87343900603304e-05,2.50859018293885e-05,705,"tags=42%, list=10%, signal=38%","4205/817/1605/9682/2934/2309/3720/9472/5997/114907/8654/6442/7138/3488/2628/90523/7135/29995/2308/3479"
"GO:0061061","muscle structure development",321,-0.427454191746651,-1.65220218896716,5.73249713833745e-08,4.6834501620217e-05,4.08877901151311e-05,1472,"tags=35%, list=20%, signal=29%","23028/90410/56261/3020/2218/8841/23345/2697/6599/57190/1301/10818/5592/79810/55274/3399/80208/2115/23236/4089/5156/9444/100381270/207/51542/10060/8321/6546/30846/7046/1291/2065/688/1106/3398/6659/79647/4627/6934/54583/10370/5465/1466/7049/2353/3566/2318/55553/5159/51111/5573/4205/6840/6272/1605/1140/8554/90/975/4209/23646/6604/8038/3908/9780/221662/11214/64208/85461/9472/2121/84665/5997/10791/9242/23363/10290/10472/51804/22933/4086/1281/677/84466/694/274/6495/1760/4208/5587/6442/2817/7138/8572/287/1958/3488/7832/27250/445/7135/1134/7139/6261/10324/11096/101929726/57538/70/146862/3479/27295"
"GO:0007517","muscle organ development",150,-0.498050772200569,-1.8330672349021,4.43260480957519e-07,0.000301786510785244,0.000263467808681417,1399,"tags=37%, list=19%, signal=31%","2218/2697/57190/1301/79810/3399/80208/2115/4089/51542/10060/8321/7046/1291/2065/688/1106/79647/54583/10370/7049/2353/55553/51111/4205/6840/1605/4209/3908/221662/64208/2121/10791/9242/10290/10472/51804/22933/1281/84466/6495/4208/6442/2817/1958/7832/445/7135/1134/7139/6261/10324/101929726/70/146862/3479"
"GO:0006270","DNA replication initiation",27,0.688354710418762,2.57264190934402,7.67739935170372e-07,0.00044803109073871,0.0003911432932868,678,"tags=52%, list=9%, signal=47%","55388/4998/4683/64318/8318/11143/9134/23594/990/51053/4176/4172/5557/4174"
"GO:0090257","regulation of muscle system process",87,-0.552367059831832,-1.93180119248555,9.92115115007802e-07,0.000506598780600859,0.000442274474953478,705,"tags=31%, list=10%, signal=28%","4205/817/1605/2309/3720/2946/9472/10142/5997/309/114907/801/8654/274/3759/1760/5587/6442/7138/287/3488/90523/7135/29995/7139/2308/3479"
"GO:0043502","regulation of muscle adaptation",42,-0.653628877632198,-2.06127527686747,1.33363732652902e-06,0.000605323164319005,0.000528463539447991,705,"tags=52%, list=10%, signal=48%","3572/57190/7132/4089/5465/4205/817/1605/2309/3720/9472/5997/114907/8654/6442/7138/3488/90523/7135/29995/2308/3479"
"GO:0006936","muscle contraction",110,-0.517578941969723,-1.85284825054381,1.90466269948294e-06,0.00077805471273878,0.000679262865878757,757,"tags=29%, list=10%, signal=26%","781/817/1140/2934/624/5290/2946/323/10142/5997/5608/309/2593/8082/801/23213/8654/274/3759/1760/5587/6332/6442/7138/6641/287/7135/1134/7139/6261/10324/1146"
