"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0045839","negative regulation of mitotic nuclear division",46,0.63871310729671,2.92756477892274,1.28591577163165e-10,1.74455906351361e-07,1.41270255472937e-07,368,"tags=46%, list=5%, signal=44%","991/54998/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/1111/26271"
"GO:0051784","negative regulation of nuclear division",47,0.63198456132465,2.91371186454766,1e-10,1.74455906351361e-07,1.41270255472937e-07,368,"tags=45%, list=5%, signal=43%","991/54998/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/1111/26271"
"GO:0000070","mitotic sister chromatid segregation",145,0.462714748014551,2.66066635332829,1e-10,1.74455906351361e-07,1.41270255472937e-07,962,"tags=41%, list=13%, signal=37%","2316/991/113130/11065/10459/5347/55055/891/221150/147841/1062/9918/220134/11130/22974/54892/83540/51203/29128/1063/55143/3832/332/4605/9212/701/57405/983/4085/699/9055/9787/23397/26271/64151/4751/10051/23636/11004/29127/7283/10592/3837/9928/440145/3835/56992/24137/90417/9493/10403/26073/387893/9371/9735/25906/2491/5119/7272/23310"
"GO:0051306","mitotic sister chromatid separation",53,0.591738930315541,2.77275355609799,3.26798819801246e-10,2.88182092594732e-07,2.3336302390123e-07,368,"tags=40%, list=5%, signal=38%","991/11065/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/9787/26271"
"GO:1905818","regulation of chromosome separation",63,0.560966142380831,2.75396302072054,3.6771754543571e-10,2.88182092594732e-07,2.3336302390123e-07,437,"tags=41%, list=6%, signal=39%","991/11065/10459/5347/55055/891/221150/147841/9918/220134/11130/54892/83540/1063/55143/332/9212/701/57405/4085/699/9787/23397/26271/64151/10051"
"GO:0051304","chromosome separation",67,0.537550167365538,2.64862288485971,4.2483846574162e-10,2.88182092594732e-07,2.3336302390123e-07,437,"tags=39%, list=6%, signal=37%","991/11065/10459/5347/55055/891/221150/147841/9918/220134/11130/54892/83540/1063/55143/332/9212/701/57405/4085/699/9787/23397/26271/64151/10051"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",76,0.502184397226878,2.5244613560062,6.55002451725345e-10,3.80837139788879e-07,3.08392883661963e-07,368,"tags=32%, list=5%, signal=30%","991/990/11065/10459/5347/55055/891/10460/221150/147841/1062/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/9787/26271"
"GO:0060537","muscle tissue development",194,-0.513996971809024,-1.91761289381132,7.77153219388988e-10,3.95376700364148e-07,3.20166674987753e-07,2076,"tags=48%, list=29%, signal=36%","6416/64208/25976/27086/10611/657/1466/6443/688/55692/7049/4763/4853/56261/6840/55909/4666/9242/5311/51804/5156/79647/5997/10521/51542/57486/4089/54529/7168/7248/11214/4086/9734/7046/2274/5573/4088/34/56983/2355/90/2033/2353/196528/1432/6198/80208/9318/5592/861/57493/80206/3720/9975/2697/1134/7832/57496/1281/144165/23345/9686/3344/79810/905/6546/1073/1385/10818/221662/22933/10512/205428/6498/6444/10472/6261/10324/115701/1958/1301/26011/4208/9472/55553/57538/10060/3481/70/7139/84466/7135/50507/3479"
"GO:0033046","negative regulation of sister chromatid segregation",41,0.639837014040028,2.82449288009391,1.70594765999153e-09,4.95943355440395e-07,4.0160316717545e-07,368,"tags=46%, list=5%, signal=44%","991/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/26271"
"GO:0033048","negative regulation of mitotic sister chromatid segregation",41,0.639837014040028,2.82449288009391,1.70594765999153e-09,4.95943355440395e-07,4.0160316717545e-07,368,"tags=46%, list=5%, signal=44%","991/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/26271"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",41,0.639837014040028,2.82449288009391,1.70594765999153e-09,4.95943355440395e-07,4.0160316717545e-07,368,"tags=46%, list=5%, signal=44%","991/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/26271"
"GO:2000816","negative regulation of mitotic sister chromatid separation",41,0.639837014040028,2.82449288009391,1.70594765999153e-09,4.95943355440395e-07,4.0160316717545e-07,368,"tags=46%, list=5%, signal=44%","991/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/26271"
"GO:0010965","regulation of mitotic sister chromatid separation",51,0.606346159609346,2.81318776475513,1.38519844025414e-09,4.95943355440395e-07,4.0160316717545e-07,368,"tags=41%, list=5%, signal=39%","991/11065/10459/5347/55055/891/221150/147841/220134/11130/83540/1063/55143/332/9212/701/57405/4085/699/9787/26271"
"GO:0007507","heart development",278,-0.474134709634482,-1.79485580525854,1.50634408911259e-09,4.95943355440395e-07,4.0160316717545e-07,1298,"tags=32%, list=18%, signal=27%","7248/10614/11214/4086/9734/7046/25831/27031/2274/221322/5573/1605/4088/34/23118/2013/51098/90/2033/3091/6091/659/196528/1432/22873/6654/25836/5592/861/2131/57534/4194/840/1289/57493/8701/80206/170506/3720/2697/80114/1281/11174/144165/29072/639/1386/2737/23345/9968/7474/9686/79810/161742/130916/324/6546/23768/5728/9782/1385/10818/221662/2200/55764/10512/3480/205428/6444/27250/6261/115701/1301/26011/27295/4208/23767/9472/55553/11096/6659/57538/10060/70/7139/7135/50507/9249/3479"
